dateRep,cases,deaths,countriesAndTerritories,popData2019
19/10/2020,59,4,Afghanistan,38041757
18/10/2020,68,3,Afghanistan,38041757
17/10/2020,47,4,Afghanistan,38041757
16/10/2020,0,0,Afghanistan,38041757
15/10/2020,32,1,Afghanistan,38041757
14/10/2020,66,0,Afghanistan,38041757
13/10/2020,129,3,Afghanistan,38041757
12/10/2020,96,4,Afghanistan,38041757
11/10/2020,0,0,Afghanistan,38041757
10/10/2020,10,1,Afghanistan,38041757
09/10/2020,77,2,Afghanistan,38041757
08/10/2020,68,1,Afghanistan,38041757
07/10/2020,62,2,Afghanistan,38041757
06/10/2020,145,5,Afghanistan,38041757
05/10/2020,44,0,Afghanistan,38041757
04/10/2020,7,4,Afghanistan,38041757
03/10/2020,5,0,Afghanistan,38041757
02/10/2020,17,0,Afghanistan,38041757
01/10/2020,14,0,Afghanistan,38041757
30/09/2020,15,2,Afghanistan,38041757
29/09/2020,12,3,Afghanistan,38041757
28/09/2020,0,0,Afghanistan,38041757
27/09/2020,35,0,Afghanistan,38041757
26/09/2020,6,2,Afghanistan,38041757
25/09/2020,16,0,Afghanistan,38041757
24/09/2020,25,5,Afghanistan,38041757
23/09/2020,71,2,Afghanistan,38041757
22/09/2020,30,3,Afghanistan,38041757
21/09/2020,0,0,Afghanistan,38041757
20/09/2020,125,4,Afghanistan,38041757
19/09/2020,47,1,Afghanistan,38041757
18/09/2020,0,0,Afghanistan,38041757
17/09/2020,17,0,Afghanistan,38041757
16/09/2020,40,10,Afghanistan,38041757
15/09/2020,99,6,Afghanistan,38041757
14/09/2020,75,0,Afghanistan,38041757
13/09/2020,35,0,Afghanistan,38041757
12/09/2020,34,0,Afghanistan,38041757
11/09/2020,28,0,Afghanistan,38041757
10/09/2020,24,2,Afghanistan,38041757
09/09/2020,26,3,Afghanistan,38041757
08/09/2020,96,3,Afghanistan,38041757
07/09/2020,74,2,Afghanistan,38041757
06/09/2020,20,0,Afghanistan,38041757
05/09/2020,16,0,Afghanistan,38041757
04/09/2020,45,1,Afghanistan,38041757
03/09/2020,38,3,Afghanistan,38041757
02/09/2020,9,0,Afghanistan,38041757
01/09/2020,34,4,Afghanistan,38041757
31/08/2020,19,0,Afghanistan,38041757
30/08/2020,3,0,Afghanistan,38041757
29/08/2020,11,1,Afghanistan,38041757
28/08/2020,3,0,Afghanistan,38041757
27/08/2020,55,4,Afghanistan,38041757
26/08/2020,1,0,Afghanistan,38041757
25/08/2020,71,10,Afghanistan,38041757
24/08/2020,0,0,Afghanistan,38041757
23/08/2020,105,2,Afghanistan,38041757
22/08/2020,38,0,Afghanistan,38041757
21/08/2020,97,2,Afghanistan,38041757
20/08/2020,160,8,Afghanistan,38041757
19/08/2020,0,0,Afghanistan,38041757
18/08/2020,3,0,Afghanistan,38041757
17/08/2020,45,5,Afghanistan,38041757
16/08/2020,120,7,Afghanistan,38041757
15/08/2020,7,0,Afghanistan,38041757
14/08/2020,79,9,Afghanistan,38041757
13/08/2020,76,10,Afghanistan,38041757
12/08/2020,215,32,Afghanistan,38041757
11/08/2020,0,0,Afghanistan,38041757
10/08/2020,0,0,Afghanistan,38041757
09/08/2020,39,5,Afghanistan,38041757
08/08/2020,78,9,Afghanistan,38041757
07/08/2020,41,0,Afghanistan,38041757
06/08/2020,67,4,Afghanistan,38041757
05/08/2020,82,6,Afghanistan,38041757
04/08/2020,37,4,Afghanistan,38041757
03/08/2020,0,1,Afghanistan,38041757
02/08/2020,0,0,Afghanistan,38041757
01/08/2020,168,12,Afghanistan,38041757
31/07/2020,71,0,Afghanistan,38041757
30/07/2020,0,0,Afghanistan,38041757
29/07/2020,103,1,Afghanistan,38041757
28/07/2020,105,1,Afghanistan,38041757
27/07/2020,106,10,Afghanistan,38041757
26/07/2020,121,13,Afghanistan,38041757
25/07/2020,108,35,Afghanistan,38041757
24/07/2020,13,0,Afghanistan,38041757
23/07/2020,188,21,Afghanistan,38041757
22/07/2020,112,4,Afghanistan,38041757
21/07/2020,140,5,Afghanistan,38041757
20/07/2020,174,17,Afghanistan,38041757
19/07/2020,12,17,Afghanistan,38041757
18/07/2020,219,32,Afghanistan,38041757
17/07/2020,76,21,Afghanistan,38041757
16/07/2020,254,49,Afghanistan,38041757
15/07/2020,285,33,Afghanistan,38041757
14/07/2020,4,2,Afghanistan,38041757
13/07/2020,0,0,Afghanistan,38041757
12/07/2020,85,16,Afghanistan,38041757
11/07/2020,458,37,Afghanistan,38041757
10/07/2020,255,20,Afghanistan,38041757
09/07/2020,59,1,Afghanistan,38041757
08/07/2020,210,16,Afghanistan,38041757
07/07/2020,433,56,Afghanistan,38041757
06/07/2020,279,38,Afghanistan,38041757
05/07/2020,348,7,Afghanistan,38041757
04/07/2020,302,12,Afghanistan,38041757
03/07/2020,186,33,Afghanistan,38041757
02/07/2020,319,28,Afghanistan,38041757
01/07/2020,279,13,Afghanistan,38041757
30/06/2020,271,12,Afghanistan,38041757
29/06/2020,351,18,Afghanistan,38041757
28/06/2020,165,20,Afghanistan,38041757
27/06/2020,276,8,Afghanistan,38041757
26/06/2020,460,36,Afghanistan,38041757
25/06/2020,234,21,Afghanistan,38041757
24/06/2020,338,20,Afghanistan,38041757
23/06/2020,310,17,Afghanistan,38041757
22/06/2020,409,12,Afghanistan,38041757
21/06/2020,546,21,Afghanistan,38041757
20/06/2020,346,2,Afghanistan,38041757
19/06/2020,658,42,Afghanistan,38041757
18/06/2020,564,13,Afghanistan,38041757
17/06/2020,783,13,Afghanistan,38041757
16/06/2020,761,7,Afghanistan,38041757
15/06/2020,664,20,Afghanistan,38041757
14/06/2020,556,5,Afghanistan,38041757
13/06/2020,656,20,Afghanistan,38041757
12/06/2020,747,21,Afghanistan,38041757
11/06/2020,684,21,Afghanistan,38041757
10/06/2020,542,15,Afghanistan,38041757
09/06/2020,575,12,Afghanistan,38041757
08/06/2020,791,30,Afghanistan,38041757
07/06/2020,582,18,Afghanistan,38041757
06/06/2020,915,9,Afghanistan,38041757
05/06/2020,787,6,Afghanistan,38041757
04/06/2020,758,24,Afghanistan,38041757
03/06/2020,759,5,Afghanistan,38041757
02/06/2020,545,8,Afghanistan,38041757
01/06/2020,680,8,Afghanistan,38041757
31/05/2020,866,3,Afghanistan,38041757
30/05/2020,623,11,Afghanistan,38041757
29/05/2020,580,8,Afghanistan,38041757
28/05/2020,625,7,Afghanistan,38041757
27/05/2020,658,1,Afghanistan,38041757
26/05/2020,591,1,Afghanistan,38041757
25/05/2020,584,2,Afghanistan,38041757
24/05/2020,782,11,Afghanistan,38041757
23/05/2020,540,12,Afghanistan,38041757
22/05/2020,531,6,Afghanistan,38041757
21/05/2020,492,9,Afghanistan,38041757
20/05/2020,581,5,Afghanistan,38041757
19/05/2020,408,4,Afghanistan,38041757
18/05/2020,262,1,Afghanistan,38041757
17/05/2020,0,0,Afghanistan,38041757
16/05/2020,1063,32,Afghanistan,38041757
15/05/2020,113,6,Afghanistan,38041757
14/05/2020,259,3,Afghanistan,38041757
13/05/2020,280,5,Afghanistan,38041757
12/05/2020,285,2,Afghanistan,38041757
11/05/2020,369,5,Afghanistan,38041757
10/05/2020,255,6,Afghanistan,38041757
09/05/2020,215,3,Afghanistan,38041757
08/05/2020,171,2,Afghanistan,38041757
07/05/2020,168,9,Afghanistan,38041757
06/05/2020,330,5,Afghanistan,38041757
05/05/2020,190,5,Afghanistan,38041757
04/05/2020,235,13,Afghanistan,38041757
03/05/2020,134,4,Afghanistan,38041757
02/05/2020,164,4,Afghanistan,38041757
01/05/2020,222,4,Afghanistan,38041757
30/04/2020,122,0,Afghanistan,38041757
29/04/2020,124,3,Afghanistan,38041757
28/04/2020,172,0,Afghanistan,38041757
27/04/2020,68,10,Afghanistan,38041757
26/04/2020,112,4,Afghanistan,38041757
25/04/2020,70,1,Afghanistan,38041757
24/04/2020,105,2,Afghanistan,38041757
23/04/2020,84,4,Afghanistan,38041757
22/04/2020,61,1,Afghanistan,38041757
21/04/2020,35,2,Afghanistan,38041757
20/04/2020,88,3,Afghanistan,38041757
19/04/2020,63,0,Afghanistan,38041757
18/04/2020,51,1,Afghanistan,38041757
17/04/2020,10,4,Afghanistan,38041757
16/04/2020,70,2,Afghanistan,38041757
15/04/2020,49,2,Afghanistan,38041757
14/04/2020,58,3,Afghanistan,38041757
13/04/2020,52,0,Afghanistan,38041757
12/04/2020,34,3,Afghanistan,38041757
11/04/2020,37,0,Afghanistan,38041757
10/04/2020,61,1,Afghanistan,38041757
09/04/2020,56,3,Afghanistan,38041757
08/04/2020,30,4,Afghanistan,38041757
07/04/2020,38,0,Afghanistan,38041757
06/04/2020,29,2,Afghanistan,38041757
05/04/2020,35,1,Afghanistan,38041757
04/04/2020,0,0,Afghanistan,38041757
03/04/2020,43,0,Afghanistan,38041757
02/04/2020,26,0,Afghanistan,38041757
01/04/2020,25,0,Afghanistan,38041757
31/03/2020,27,0,Afghanistan,38041757
30/03/2020,8,1,Afghanistan,38041757
29/03/2020,15,1,Afghanistan,38041757
28/03/2020,16,1,Afghanistan,38041757
27/03/2020,0,0,Afghanistan,38041757
26/03/2020,33,0,Afghanistan,38041757
25/03/2020,2,0,Afghanistan,38041757
24/03/2020,6,1,Afghanistan,38041757
23/03/2020,10,0,Afghanistan,38041757
22/03/2020,0,0,Afghanistan,38041757
21/03/2020,2,0,Afghanistan,38041757
20/03/2020,0,0,Afghanistan,38041757
19/03/2020,0,0,Afghanistan,38041757
18/03/2020,1,0,Afghanistan,38041757
17/03/2020,5,0,Afghanistan,38041757
16/03/2020,6,0,Afghanistan,38041757
15/03/2020,3,0,Afghanistan,38041757
11/03/2020,3,0,Afghanistan,38041757
08/03/2020,3,0,Afghanistan,38041757
02/03/2020,0,0,Afghanistan,38041757
01/03/2020,0,0,Afghanistan,38041757
29/02/2020,0,0,Afghanistan,38041757
28/02/2020,0,0,Afghanistan,38041757
27/02/2020,0,0,Afghanistan,38041757
26/02/2020,0,0,Afghanistan,38041757
25/02/2020,1,0,Afghanistan,38041757
24/02/2020,0,0,Afghanistan,38041757
23/02/2020,0,0,Afghanistan,38041757
22/02/2020,0,0,Afghanistan,38041757
21/02/2020,0,0,Afghanistan,38041757
20/02/2020,0,0,Afghanistan,38041757
19/02/2020,0,0,Afghanistan,38041757
18/02/2020,0,0,Afghanistan,38041757
17/02/2020,0,0,Afghanistan,38041757
16/02/2020,0,0,Afghanistan,38041757
15/02/2020,0,0,Afghanistan,38041757
14/02/2020,0,0,Afghanistan,38041757
13/02/2020,0,0,Afghanistan,38041757
12/02/2020,0,0,Afghanistan,38041757
11/02/2020,0,0,Afghanistan,38041757
10/02/2020,0,0,Afghanistan,38041757
09/02/2020,0,0,Afghanistan,38041757
08/02/2020,0,0,Afghanistan,38041757
07/02/2020,0,0,Afghanistan,38041757
06/02/2020,0,0,Afghanistan,38041757
05/02/2020,0,0,Afghanistan,38041757
04/02/2020,0,0,Afghanistan,38041757
03/02/2020,0,0,Afghanistan,38041757
02/02/2020,0,0,Afghanistan,38041757
01/02/2020,0,0,Afghanistan,38041757
31/01/2020,0,0,Afghanistan,38041757
30/01/2020,0,0,Afghanistan,38041757
29/01/2020,0,0,Afghanistan,38041757
28/01/2020,0,0,Afghanistan,38041757
27/01/2020,0,0,Afghanistan,38041757
26/01/2020,0,0,Afghanistan,38041757
25/01/2020,0,0,Afghanistan,38041757
24/01/2020,0,0,Afghanistan,38041757
23/01/2020,0,0,Afghanistan,38041757
22/01/2020,0,0,Afghanistan,38041757
21/01/2020,0,0,Afghanistan,38041757
20/01/2020,0,0,Afghanistan,38041757
19/01/2020,0,0,Afghanistan,38041757
18/01/2020,0,0,Afghanistan,38041757
17/01/2020,0,0,Afghanistan,38041757
16/01/2020,0,0,Afghanistan,38041757
15/01/2020,0,0,Afghanistan,38041757
14/01/2020,0,0,Afghanistan,38041757
13/01/2020,0,0,Afghanistan,38041757
12/01/2020,0,0,Afghanistan,38041757
11/01/2020,0,0,Afghanistan,38041757
10/01/2020,0,0,Afghanistan,38041757
09/01/2020,0,0,Afghanistan,38041757
08/01/2020,0,0,Afghanistan,38041757
07/01/2020,0,0,Afghanistan,38041757
06/01/2020,0,0,Afghanistan,38041757
05/01/2020,0,0,Afghanistan,38041757
04/01/2020,0,0,Afghanistan,38041757
03/01/2020,0,0,Afghanistan,38041757
02/01/2020,0,0,Afghanistan,38041757
01/01/2020,0,0,Afghanistan,38041757
31/12/2019,0,0,Afghanistan,38041757
19/10/2020,281,3,Albania,2862427
18/10/2020,273,5,Albania,2862427
17/10/2020,289,4,Albania,2862427
16/10/2020,257,5,Albania,2862427
15/10/2020,203,5,Albania,2862427
14/10/2020,182,5,Albania,2862427
13/10/2020,171,4,Albania,2862427
12/10/2020,168,4,Albania,2862427
11/10/2020,165,3,Albania,2862427
10/10/2020,167,2,Albania,2862427
09/10/2020,169,4,Albania,2862427
08/10/2020,162,4,Albania,2862427
07/10/2020,158,3,Albania,2862427
06/10/2020,144,4,Albania,2862427
05/10/2020,149,4,Albania,2862427
04/10/2020,152,3,Albania,2862427
03/10/2020,159,1,Albania,2862427
02/10/2020,157,1,Albania,2862427
01/10/2020,131,3,Albania,2862427
30/09/2020,127,4,Albania,2862427
29/09/2020,132,3,Albania,2862427
28/09/2020,106,2,Albania,2862427
27/09/2020,108,2,Albania,2862427
26/09/2020,124,3,Albania,2862427
25/09/2020,134,0,Albania,2862427
24/09/2020,121,3,Albania,2862427
23/09/2020,131,3,Albania,2862427
22/09/2020,150,2,Albania,2862427
21/09/2020,159,4,Albania,2862427
20/09/2020,153,5,Albania,2862427
19/09/2020,125,5,Albania,2862427
18/09/2020,132,5,Albania,2862427
17/09/2020,144,3,Albania,2862427
16/09/2020,152,2,Albania,2862427
15/09/2020,167,4,Albania,2862427
14/09/2020,168,4,Albania,2862427
13/09/2020,164,3,Albania,2862427
12/09/2020,161,3,Albania,2862427
11/09/2020,156,2,Albania,2862427
10/09/2020,151,1,Albania,2862427
09/09/2020,147,2,Albania,2862427
08/09/2020,151,3,Albania,2862427
07/09/2020,153,4,Albania,2862427
06/09/2020,135,6,Albania,2862427
05/09/2020,123,5,Albania,2862427
04/09/2020,116,5,Albania,2862427
03/09/2020,122,6,Albania,2862427
02/09/2020,93,6,Albania,2862427
01/09/2020,133,4,Albania,2862427
31/08/2020,101,5,Albania,2862427
30/08/2020,84,4,Albania,2862427
29/08/2020,112,5,Albania,2862427
28/08/2020,156,3,Albania,2862427
27/08/2020,168,4,Albania,2862427
26/08/2020,154,5,Albania,2862427
25/08/2020,178,4,Albania,2862427
24/08/2020,152,5,Albania,2862427
23/08/2020,156,5,Albania,2862427
22/08/2020,152,2,Albania,2862427
21/08/2020,155,4,Albania,2862427
20/08/2020,158,2,Albania,2862427
19/08/2020,155,2,Albania,2862427
18/08/2020,119,2,Albania,2862427
17/08/2020,120,3,Albania,2862427
16/08/2020,143,6,Albania,2862427
15/08/2020,146,6,Albania,2862427
14/08/2020,154,5,Albania,2862427
13/08/2020,141,3,Albania,2862427
12/08/2020,140,5,Albania,2862427
11/08/2020,125,1,Albania,2862427
10/08/2020,136,6,Albania,2862427
09/08/2020,124,4,Albania,2862427
08/08/2020,135,1,Albania,2862427
07/08/2020,127,6,Albania,2862427
06/08/2020,139,6,Albania,2862427
05/08/2020,130,4,Albania,2862427
04/08/2020,101,6,Albania,2862427
03/08/2020,123,5,Albania,2862427
02/08/2020,120,4,Albania,2862427
01/08/2020,79,3,Albania,2862427
31/07/2020,92,4,Albania,2862427
30/07/2020,108,2,Albania,2862427
29/07/2020,117,4,Albania,2862427
28/07/2020,117,6,Albania,2862427
27/07/2020,126,4,Albania,2862427
26/07/2020,67,6,Albania,2862427
25/07/2020,104,5,Albania,2862427
24/07/2020,108,3,Albania,2862427
23/07/2020,68,3,Albania,2862427
22/07/2020,119,4,Albania,2862427
21/07/2020,81,1,Albania,2862427
20/07/2020,82,1,Albania,2862427
19/07/2020,102,4,Albania,2862427
18/07/2020,55,3,Albania,2862427
17/07/2020,99,3,Albania,2862427
16/07/2020,85,4,Albania,2862427
15/07/2020,96,2,Albania,2862427
14/07/2020,117,2,Albania,2862427
13/07/2020,83,4,Albania,2862427
12/07/2020,93,4,Albania,2862427
11/07/2020,90,2,Albania,2862427
10/07/2020,82,0,Albania,2862427
09/07/2020,68,2,Albania,2862427
08/07/2020,74,2,Albania,2862427
07/07/2020,71,3,Albania,2862427
06/07/2020,74,2,Albania,2862427
05/07/2020,67,2,Albania,2862427
04/07/2020,90,3,Albania,2862427
03/07/2020,82,4,Albania,2862427
02/07/2020,45,3,Albania,2862427
01/07/2020,69,4,Albania,2862427
30/06/2020,64,3,Albania,2862427
29/06/2020,72,2,Albania,2862427
28/06/2020,61,2,Albania,2862427
27/06/2020,77,2,Albania,2862427
26/06/2020,78,2,Albania,2862427
25/06/2020,67,2,Albania,2862427
24/06/2020,52,1,Albania,2862427
23/06/2020,68,0,Albania,2862427
22/06/2020,36,1,Albania,2862427
21/06/2020,53,1,Albania,2862427
20/06/2020,50,3,Albania,2862427
19/06/2020,66,1,Albania,2862427
18/06/2020,50,1,Albania,2862427
17/06/2020,82,1,Albania,2862427
16/06/2020,69,0,Albania,2862427
15/06/2020,57,0,Albania,2862427
14/06/2020,48,0,Albania,2862427
13/06/2020,31,1,Albania,2862427
12/06/2020,44,1,Albania,2862427
11/06/2020,42,0,Albania,2862427
10/06/2020,36,0,Albania,2862427
09/06/2020,17,0,Albania,2862427
08/06/2020,14,0,Albania,2862427
07/06/2020,20,1,Albania,2862427
06/06/2020,15,0,Albania,2862427
05/06/2020,13,0,Albania,2862427
04/06/2020,20,0,Albania,2862427
03/06/2020,21,0,Albania,2862427
02/06/2020,6,0,Albania,2862427
01/06/2020,15,0,Albania,2862427
31/05/2020,23,0,Albania,2862427
30/05/2020,23,0,Albania,2862427
29/05/2020,26,0,Albania,2862427
28/05/2020,21,0,Albania,2862427
27/05/2020,25,1,Albania,2862427
26/05/2020,6,0,Albania,2862427
25/05/2020,9,1,Albania,2862427
24/05/2020,8,0,Albania,2862427
23/05/2020,12,0,Albania,2862427
22/05/2020,5,0,Albania,2862427
21/05/2020,15,0,Albania,2862427
20/05/2020,1,0,Albania,2862427
19/05/2020,2,0,Albania,2862427
18/05/2020,13,0,Albania,2862427
17/05/2020,17,0,Albania,2862427
16/05/2020,18,0,Albania,2862427
15/05/2020,18,0,Albania,2862427
14/05/2020,4,0,Albania,2862427
13/05/2020,4,0,Albania,2862427
12/05/2020,4,0,Albania,2862427
11/05/2020,12,0,Albania,2862427
10/05/2020,6,0,Albania,2862427
09/05/2020,8,0,Albania,2862427
08/05/2020,10,0,Albania,2862427
07/05/2020,12,0,Albania,2862427
06/05/2020,17,0,Albania,2862427
05/05/2020,8,0,Albania,2862427
04/05/2020,6,0,Albania,2862427
03/05/2020,7,0,Albania,2862427
02/05/2020,9,0,Albania,2862427
01/05/2020,7,0,Albania,2862427
30/04/2020,16,1,Albania,2862427
29/04/2020,14,2,Albania,2862427
28/04/2020,10,0,Albania,2862427
27/04/2020,14,1,Albania,2862427
26/04/2020,34,0,Albania,2862427
25/04/2020,15,0,Albania,2862427
24/04/2020,29,0,Albania,2862427
23/04/2020,25,1,Albania,2862427
22/04/2020,25,0,Albania,2862427
21/04/2020,22,0,Albania,2862427
20/04/2020,14,0,Albania,2862427
19/04/2020,9,0,Albania,2862427
18/04/2020,21,0,Albania,2862427
17/04/2020,24,1,Albania,2862427
16/04/2020,19,1,Albania,2862427
15/04/2020,8,1,Albania,2862427
14/04/2020,21,0,Albania,2862427
13/04/2020,13,0,Albania,2862427
12/04/2020,17,0,Albania,2862427
11/04/2020,7,0,Albania,2862427
10/04/2020,9,1,Albania,2862427
09/04/2020,17,0,Albania,2862427
08/04/2020,6,0,Albania,2862427
07/04/2020,16,1,Albania,2862427
06/04/2020,28,2,Albania,2862427
05/04/2020,29,2,Albania,2862427
04/04/2020,27,1,Albania,2862427
03/04/2020,18,1,Albania,2862427
02/04/2020,16,0,Albania,2862427
01/04/2020,20,3,Albania,2862427
31/03/2020,11,2,Albania,2862427
30/03/2020,15,0,Albania,2862427
29/03/2020,11,1,Albania,2862427
28/03/2020,12,3,Albania,2862427
27/03/2020,28,1,Albania,2862427
26/03/2020,23,0,Albania,2862427
25/03/2020,23,1,Albania,2862427
24/03/2020,11,2,Albania,2862427
23/03/2020,13,0,Albania,2862427
22/03/2020,6,0,Albania,2862427
21/03/2020,0,0,Albania,2862427
20/03/2020,11,0,Albania,2862427
19/03/2020,4,1,Albania,2862427
18/03/2020,4,0,Albania,2862427
17/03/2020,9,0,Albania,2862427
16/03/2020,4,0,Albania,2862427
15/03/2020,5,0,Albania,2862427
14/03/2020,10,0,Albania,2862427
13/03/2020,12,0,Albania,2862427
12/03/2020,1,1,Albania,2862427
11/03/2020,4,0,Albania,2862427
10/03/2020,4,0,Albania,2862427
09/03/2020,2,0,Albania,2862427
19/10/2020,199,10,Algeria,43053054
18/10/2020,215,5,Algeria,43053054
17/10/2020,211,5,Algeria,43053054
16/10/2020,193,9,Algeria,43053054
15/10/2020,185,9,Algeria,43053054
14/10/2020,174,9,Algeria,43053054
13/10/2020,153,8,Algeria,43053054
12/10/2020,132,6,Algeria,43053054
11/10/2020,136,6,Algeria,43053054
10/10/2020,146,6,Algeria,43053054
09/10/2020,138,4,Algeria,43053054
08/10/2020,121,6,Algeria,43053054
07/10/2020,129,5,Algeria,43053054
06/10/2020,134,8,Algeria,43053054
05/10/2020,141,4,Algeria,43053054
04/10/2020,148,7,Algeria,43053054
03/10/2020,157,8,Algeria,43053054
02/10/2020,160,7,Algeria,43053054
01/10/2020,162,8,Algeria,43053054
30/09/2020,155,7,Algeria,43053054
29/09/2020,146,5,Algeria,43053054
28/09/2020,153,3,Algeria,43053054
27/09/2020,160,4,Algeria,43053054
26/09/2020,175,4,Algeria,43053054
25/09/2020,179,5,Algeria,43053054
24/09/2020,186,9,Algeria,43053054
23/09/2020,191,10,Algeria,43053054
22/09/2020,197,7,Algeria,43053054
21/09/2020,203,7,Algeria,43053054
20/09/2020,210,6,Algeria,43053054
19/09/2020,219,5,Algeria,43053054
18/09/2020,228,9,Algeria,43053054
17/09/2020,232,13,Algeria,43053054
16/09/2020,238,12,Algeria,43053054
15/09/2020,242,8,Algeria,43053054
14/09/2020,247,7,Algeria,43053054
13/09/2020,255,6,Algeria,43053054
12/09/2020,264,8,Algeria,43053054
11/09/2020,272,10,Algeria,43053054
10/09/2020,278,10,Algeria,43053054
09/09/2020,285,9,Algeria,43053054
08/09/2020,289,6,Algeria,43053054
07/09/2020,293,7,Algeria,43053054
06/09/2020,298,10,Algeria,43053054
05/09/2020,304,8,Algeria,43053054
04/09/2020,311,6,Algeria,43053054
03/09/2020,325,7,Algeria,43053054
02/09/2020,339,8,Algeria,43053054
01/09/2020,348,9,Algeria,43053054
31/08/2020,364,10,Algeria,43053054
30/08/2020,379,8,Algeria,43053054
29/08/2020,387,8,Algeria,43053054
28/08/2020,397,10,Algeria,43053054
27/08/2020,391,9,Algeria,43053054
26/08/2020,370,10,Algeria,43053054
25/08/2020,398,11,Algeria,43053054
24/08/2020,392,11,Algeria,43053054
23/08/2020,401,6,Algeria,43053054
22/08/2020,409,7,Algeria,43053054
21/08/2020,411,9,Algeria,43053054
20/08/2020,403,11,Algeria,43053054
19/08/2020,419,12,Algeria,43053054
18/08/2020,442,9,Algeria,43053054
17/08/2020,450,10,Algeria,43053054
16/08/2020,469,9,Algeria,43053054
15/08/2020,477,10,Algeria,43053054
14/08/2020,488,8,Algeria,43053054
13/08/2020,495,11,Algeria,43053054
12/08/2020,492,10,Algeria,43053054
11/08/2020,498,10,Algeria,43053054
10/08/2020,521,9,Algeria,43053054
09/08/2020,538,11,Algeria,43053054
08/08/2020,529,9,Algeria,43053054
07/08/2020,571,12,Algeria,43053054
06/08/2020,551,13,Algeria,43053054
05/08/2020,532,9,Algeria,43053054
04/08/2020,507,8,Algeria,43053054
03/08/2020,515,8,Algeria,43053054
02/08/2020,556,13,Algeria,43053054
01/08/2020,563,10,Algeria,43053054
31/07/2020,602,14,Algeria,43053054
30/07/2020,614,12,Algeria,43053054
29/07/2020,642,11,Algeria,43053054
28/07/2020,616,8,Algeria,43053054
27/07/2020,593,9,Algeria,43053054
26/07/2020,605,10,Algeria,43053054
25/07/2020,675,12,Algeria,43053054
24/07/2020,612,13,Algeria,43053054
23/07/2020,594,11,Algeria,43053054
22/07/2020,587,13,Algeria,43053054
21/07/2020,607,9,Algeria,43053054
20/07/2020,535,10,Algeria,43053054
19/07/2020,601,11,Algeria,43053054
18/07/2020,593,5,Algeria,43053054
17/07/2020,585,12,Algeria,43053054
16/07/2020,554,12,Algeria,43053054
15/07/2020,527,10,Algeria,43053054
14/07/2020,494,7,Algeria,43053054
13/07/2020,483,7,Algeria,43053054
12/07/2020,470,8,Algeria,43053054
11/07/2020,434,8,Algeria,43053054
10/07/2020,460,10,Algeria,43053054
09/07/2020,469,10,Algeria,43053054
08/07/2020,475,9,Algeria,43053054
07/07/2020,463,7,Algeria,43053054
06/07/2020,441,6,Algeria,43053054
05/07/2020,430,9,Algeria,43053054
04/07/2020,413,9,Algeria,43053054
03/07/2020,385,8,Algeria,43053054
02/07/2020,365,8,Algeria,43053054
01/07/2020,336,7,Algeria,43053054
30/06/2020,298,8,Algeria,43053054
29/06/2020,305,5,Algeria,43053054
28/06/2020,283,7,Algeria,43053054
27/06/2020,240,7,Algeria,43053054
26/06/2020,197,9,Algeria,43053054
25/06/2020,172,8,Algeria,43053054
24/06/2020,156,9,Algeria,43053054
23/06/2020,149,7,Algeria,43053054
22/06/2020,140,8,Algeria,43053054
21/06/2020,127,12,Algeria,43053054
20/06/2020,119,14,Algeria,43053054
19/06/2020,117,12,Algeria,43053054
18/06/2020,121,11,Algeria,43053054
17/06/2020,116,11,Algeria,43053054
16/06/2020,112,10,Algeria,43053054
15/06/2020,109,7,Algeria,43053054
14/06/2020,112,9,Algeria,43053054
13/06/2020,109,10,Algeria,43053054
12/06/2020,105,9,Algeria,43053054
11/06/2020,102,8,Algeria,43053054
10/06/2020,117,9,Algeria,43053054
09/06/2020,111,8,Algeria,43053054
08/06/2020,104,9,Algeria,43053054
07/06/2020,115,8,Algeria,43053054
06/06/2020,104,9,Algeria,43053054
05/06/2020,205,14,Algeria,43053054
04/06/2020,0,0,Algeria,43053054
03/06/2020,113,6,Algeria,43053054
02/06/2020,119,8,Algeria,43053054
01/06/2020,127,7,Algeria,43053054
31/05/2020,133,8,Algeria,43053054
30/05/2020,137,8,Algeria,43053054
29/05/2020,140,7,Algeria,43053054
28/05/2020,160,6,Algeria,43053054
27/05/2020,194,8,Algeria,43053054
26/05/2020,197,9,Algeria,43053054
25/05/2020,193,8,Algeria,43053054
24/05/2020,195,10,Algeria,43053054
23/05/2020,190,7,Algeria,43053054
22/05/2020,186,7,Algeria,43053054
21/05/2020,165,7,Algeria,43053054
20/05/2020,176,6,Algeria,43053054
19/05/2020,182,7,Algeria,43053054
18/05/2020,198,6,Algeria,43053054
17/05/2020,192,6,Algeria,43053054
16/05/2020,187,7,Algeria,43053054
15/05/2020,189,7,Algeria,43053054
14/05/2020,186,7,Algeria,43053054
13/05/2020,176,8,Algeria,43053054
12/05/2020,168,5,Algeria,43053054
11/05/2020,165,8,Algeria,43053054
10/05/2020,189,6,Algeria,43053054
09/05/2020,187,5,Algeria,43053054
08/05/2020,185,7,Algeria,43053054
07/05/2020,159,6,Algeria,43053054
06/05/2020,190,5,Algeria,43053054
05/05/2020,174,2,Algeria,43053054
04/05/2020,179,4,Algeria,43053054
03/05/2020,141,6,Algeria,43053054
02/05/2020,148,3,Algeria,43053054
01/05/2020,158,6,Algeria,43053054
